cluster_738,0.018277386
cluster_741,0.015751163
cluster_293,0.011314874
cluster_477,0.009166255
cluster_651,0.00802982
cluster_424,0.00756717
cluster_66,0.007015621
cluster_119,0.006957775
cluster_735,0.006617462
cluster_307,0.006590974
cluster_740,0.006556279
cluster_420,0.006365288
cluster_242,0.006163881
cluster_406,0.005885356
cluster_518,0.005589184
cluster_21,0.005570064
cluster_83,0.00523957
cluster_473,0.005222994
cluster_380,0.005156846
cluster_52,0.00511909
cluster_123,0.005117005
cluster_203,0.005020301
cluster_121,0.004797188
cluster_152,0.004686294
cluster_113,0.004569124
cluster_559,0.004300197
cluster_737,0.00421807
cluster_176,0.004114822
cluster_324,0.004110534
cluster_200,0.004090628
cluster_672,0.004088853
cluster_91,0.004039184
cluster_499,0.003998901
cluster_194,0.003981553
cluster_612,0.003872966
cluster_353,0.003787631
cluster_245,0.003776665
cluster_197,0.003731451
cluster_640,0.003730343
cluster_695,0.003691217
cluster_358,0.003686227
cluster_453,0.003656689
cluster_220,0.003646169
cluster_637,0.003582273
cluster_232,0.003580832
cluster_645,0.003531609
cluster_530,0.003498639
cluster_642,0.003458485
cluster_71,0.00343885
cluster_717,0.003433545
cluster_506,0.00342283
cluster_567,0.003411517
cluster_347,0.003378238
cluster_739,0.003370571
cluster_182,0.003338931
cluster_787,0.003318903
cluster_260,0.003278796
cluster_432,0.003209378
cluster_290,0.003157748
cluster_228,0.003137026
cluster_64,0.003126385
cluster_223,0.003096531
cluster_104,0.003082787
cluster_603,0.0030711
cluster_329,0.00305803
cluster_399,0.00304946
cluster_365,0.003027334
cluster_156,0.003022258
cluster_317,0.003019102
cluster_27,0.003004459
cluster_437,0.002984451
cluster_11,0.002973837
cluster_234,0.002966374
cluster_635,0.002935627
cluster_226,0.00292228
cluster_326,0.002816773
cluster_308,0.00280224
cluster_250,0.002797749
cluster_374,0.002795092
cluster_199,0.002788604
cluster_198,0.002785294
cluster_85,0.002784432
cluster_15,0.002777375
cluster_554,0.002734465
cluster_362,0.00271136
cluster_327,0.002686579
cluster_599,0.002643504
cluster_484,0.002632245
cluster_149,0.002630659
cluster_239,0.002535162
cluster_686,0.002521213
cluster_492,0.002517403
cluster_35,0.002499819
cluster_428,0.002497789
cluster_333,0.002486364
cluster_106,0.002472854
cluster_134,0.002468369
cluster_188,0.002466498
cluster_154,0.002452424
cluster_479,0.002451661
cluster_405,0.0024446
cluster_736,0.002400418
cluster_629,0.002392261
cluster_25,0.00237958
cluster_417,0.002373315
cluster_201,0.002371823
cluster_610,0.002367272
cluster_755,0.002351792
cluster_344,0.002342178
cluster_435,0.00233585
cluster_117,0.002332119
cluster_89,0.002242185
cluster_67,0.002236078
cluster_733,0.002226051
cluster_378,0.002214016
cluster_752,0.002211603
cluster_18,0.002198113
cluster_766,0.002187988
cluster_534,0.00218752
cluster_689,0.002161457
cluster_600,0.002161411
cluster_120,0.002143294
cluster_170,0.002132903
cluster_237,0.002115385
cluster_723,0.002109781
cluster_42,0.002033001
cluster_59,0.001993977
cluster_209,0.001990291
cluster_533,0.00198864
cluster_416,0.001983052
cluster_573,0.001970174
cluster_118,0.001935979
cluster_743,0.001932667
cluster_668,0.001927214
cluster_458,0.001915527
cluster_31,0.001914504
cluster_205,0.001911188
cluster_231,0.001900068
cluster_283,0.001898753
cluster_693,0.001892974
cluster_28,0.001879669
cluster_44,0.001848765
cluster_286,0.001841929
cluster_760,0.001839189
cluster_698,0.001836779
cluster_474,0.001830722
cluster_442,0.001826663
cluster_785,0.001803623
cluster_609,0.001794213
cluster_687,0.001793759
cluster_611,0.001792719
cluster_430,0.001791517
cluster_456,0.001785605
cluster_422,0.001753728
