cluster_786,0.022055555135011673
cluster_174,0.021968800574541092
cluster_651,0.020476259291172028
cluster_123,0.019432546570897102
cluster_124,0.01899014413356781
cluster_736,0.018750282004475594
cluster_787,0.018457377329468727
cluster_173,0.017682384699583054
cluster_694,0.017163030803203583
cluster_132,0.017016375437378883
cluster_693,0.016003599390387535
cluster_758,0.015752576291561127
cluster_741,0.015375983901321888
cluster_125,0.015235677361488342
cluster_497,0.015101439319550991
cluster_133,0.015090820379555225
cluster_496,0.015025409869849682
cluster_501,0.014583375304937363
cluster_740,0.014501843601465225
cluster_698,0.014131813310086727
cluster_23,0.014086014591157436
cluster_785,0.013014811091125011
cluster_759,0.013012534938752651
cluster_431,0.012987447902560234
cluster_750,0.012756832875311375
cluster_150,0.012578265741467476
cluster_24,0.012226870283484459
cluster_218,0.011987932026386261
cluster_509,0.011914262548089027
cluster_650,0.011899109929800034
cluster_379,0.011873005889356136
cluster_746,0.011729313991963863
cluster_725,0.01149549800902605
cluster_719,0.011371725238859653
cluster_575,0.011207609437406063
cluster_149,0.011196289211511612
cluster_425,0.011066759005188942
cluster_241,0.01069538202136755
cluster_692,0.010661106556653976
cluster_436,0.010455797426402569
cluster_189,0.010451127775013447
cluster_737,0.010231648571789265
cluster_45,0.009977618232369423
cluster_188,0.009905877523124218
cluster_748,0.009862227365374565
cluster_242,0.009802304208278656
cluster_424,0.00965877715498209
cluster_175,0.009615730494260788
cluster_454,0.0095036206766963
cluster_791,0.009474270045757294
cluster_103,0.00907096080482006
cluster_763,0.008919482119381428
cluster_488,0.00880508404225111
cluster_293,0.008750708773732185
cluster_672,0.008684000000357628
cluster_292,0.00865909829735756
cluster_237,0.008657831698656082
cluster_745,0.00855989195406437
cluster_435,0.008481979370117188
cluster_281,0.0083565479144454
cluster_749,0.008323718793690205
cluster_420,0.008311387151479721
cluster_461,0.008249729871749878
cluster_172,0.008209357969462872
cluster_131,0.008196846581995487
cluster_187,0.008172274567186832
cluster_789,0.008112754672765732
cluster_395,0.007989381439983845
cluster_151,0.00797083880752325
cluster_795,0.007896634750068188
cluster_236,0.007874077185988426
cluster_582,0.007871454581618309
cluster_102,0.007815896533429623
cluster_28,0.007666692137718201
cluster_752,0.007576113101094961
cluster_732,0.007519717328250408
cluster_117,0.007514964323490858
cluster_574,0.007379274349659681
cluster_380,0.0072889188304543495
cluster_460,0.007284262217581272
cluster_176,0.007202185224741697
cluster_419,0.0071902526542544365
cluster_389,0.0071750967763364315
cluster_290,0.007095538545399904
cluster_656,0.007089561317116022
cluster_178,0.0070823864080011845
cluster_788,0.007060424890369177
cluster_528,0.007059817668050528
cluster_498,0.006943126674741507
cluster_673,0.006865317467600107
cluster_730,0.0068073277361691
cluster_739,0.006793225184082985
cluster_416,0.006728480104357004
cluster_531,0.00672454247251153
